name,word_1_text,word_1_count,word_2_text,word_2_count,word_3_text,word_3_count,word_4_text,word_4_count,word_5_text,word_5_count,word_6_text,word_6_count,word_7_text,word_7_count,word_8_text,word_8_count,word_9_text,word_9_count,word_10_text,word_10_count,3gram_1_text,3gram_1_count,3gram_2_text,3gram_2_count,3gram_3_text,3gram_3_count,3gram_4_text,3gram_4_count,3gram_5_text,3gram_5_count,3gram_6_text,3gram_6_count,3gram_7_text,3gram_7_count,3gram_8_text,3gram_8_count,3gram_9_text,3gram_9_count,3gram_10_text,3gram_10_count,4gram_1_text,4gram_1_count,4gram_2_text,4gram_2_count,4gram_3_text,4gram_3_count,4gram_4_text,4gram_4_count,4gram_5_text,4gram_5_count,4gram_6_text,4gram_6_count,4gram_7_text,4gram_7_count,4gram_8_text,4gram_8_count,4gram_9_text,4gram_9_count,4gram_10_text,4gram_10_count,5gram_1_text,5gram_1_count,5gram_2_text,5gram_2_count,5gram_3_text,5gram_3_count,5gram_4_text,5gram_4_count,5gram_5_text,5gram_5_count,5gram_6_text,5gram_6_count,5gram_7_text,5gram_7_count,5gram_8_text,5gram_8_count,5gram_9_text,5gram_9_count,5gram_10_text,5gram_10_count
morty,rick,295,know,173,oh,142,not,76,dont,73,get,68,about,68,right,67,gonna,63,okay,61,oh my god,22,what the hell,18,what are you,16,you know i,13,you know what,12,you talking about,10,are you doing,9,are you talking,9,out of here,8,you got to,8,are you talking about,9,what are you doing,7,what are you talking,7,you know i mean,6,you want me to,5,i mean you know,5,are we gonna do,4,i dont want to,4,are you kidding me,4,can you help me,3,what are you talking about,7,are you talking about rick,3,why are you doing this,2,can you help me get,2,need to get to the,2,you sold a gun to,2,sold a gun to a,2,what the hell was that,2,what are we gonna do,2,are we gonna do rick,2
morty 1,am,2,man,2,say,2,think,1,lets,1,see,1,needs,1,help,1,mean,1,clean,1,am i me,1,i me i,1,me i think,1,i think so,1,lets see if,1,see if he,1,if he needs,1,he needs help,1,what do you,1,do you mean,1,am i me i,1,i me i think,1,me i think so,1,lets see if he,1,see if he needs,1,if he needs help,1,what do you mean,1,and you did it,1,you did it so,1,did it so you,1,am i me i think,1,i me i think so,1,lets see if he needs,1,see if he needs help,1,and you did it so,1,you did it so you,1,did it so you could,1,it so you could clean,1,so you could clean the,1,you could clean the house,1
morty 2,man,3,mean,2,youre,2,ow,2,geez,2,mortytown,2,locos,2,aam,1,talking,1,right,1,the mortytown locos,2,aam i talking,1,i talking right,1,talking right now,1,what do you,1,do you mean,1,you mean youre,1,mean youre gonna,1,youre gonna help,1,gonna help him,1,aam i talking right,1,i talking right now,1,what do you mean,1,do you mean youre,1,you mean youre gonna,1,mean youre gonna help,1,youre gonna help him,1,and you did it,1,you did it so,1,did it so you,1,aam i talking right now,1,what do you mean youre,1,do you mean youre gonna,1,you mean youre gonna help,1,mean youre gonna help him,1,and you did it so,1,you did it so you,1,did it so you could,1,it so you could clean,1,so you could clean the,1
morty 30,ooh,3,rick,2,latch,2,broken,2,wont,2,collar,1,oh,1,closed,1,around,1,neck,1,the collar oh,1,collar oh the,1,oh the latch,1,the latch is,1,latch is broken,1,is broken it,1,broken it wont,1,it wont latch,1,wont latch closed,1,latch closed around,1,the collar oh the,1,collar oh the latch,1,oh the latch is,1,the latch is broken,1,latch is broken it,1,is broken it wont,1,broken it wont latch,1,it wont latch closed,1,wont latch closed around,1,latch closed around my,1,the collar oh the latch,1,collar oh the latch is,1,oh the latch is broken,1,the latch is broken it,1,latch is broken it wont,1,is broken it wont latch,1,broken it wont latch closed,1,it wont latch closed around,1,wont latch closed around my,1,latch closed around my neck,1
morty jr,about,4,daddy,3,thats,3,want,3,domination,2,id,2,dance,2,go,2,outside,2,love,2,i want to,2,this is for,1,is for you,1,for you daddy,1,youre silly daddy,1,id like to,1,like to dance,1,to dance on,1,dance on the,1,on the graves,1,this is for you,1,is for you daddy,1,id like to dance,1,like to dance on,1,to dance on the,1,dance on the graves,1,on the graves of,1,the graves of my,1,graves of my enemies,1,daddy can i go,1,this is for you daddy,1,id like to dance on,1,like to dance on the,1,to dance on the graves,1,dance on the graves of,1,on the graves of my,1,the graves of my enemies,1,daddy can i go outside,1,but thats where all the,1,thats where all the people,1
mr president,yes,5,oh,4,never,3,clothes,3,too,2,morty,2,one,2,got,2,thats,2,two,2,the two of,2,two of you,2,yes yes yes,2,too busy morty,1,busy morty now,1,morty now tell,1,now tell me,1,tell me about,1,me about this,1,about this summit,1,the two of you,2,too busy morty now,1,busy morty now tell,1,morty now tell me,1,now tell me about,1,tell me about this,1,me about this summit,1,about this summit is,1,this summit is it,1,summit is it a,1,too busy morty now tell,1,busy morty now tell me,1,morty now tell me about,1,now tell me about this,1,tell me about this summit,1,me about this summit is,1,about this summit is it,1,this summit is it a,1,summit is it a peace,1,is it a peace one,1
mr. beauregard,master,3,rick,2,after,1,due,1,consideration,1,elected,1,not,1,retire,1,believe,1,someone,1,after due consideration,1,due consideration i,1,consideration i have,1,i have elected,1,have elected not,1,elected not to,1,not to retire,1,now i believe,1,i believe someone,1,believe someone has,1,after due consideration i,1,due consideration i have,1,consideration i have elected,1,i have elected not,1,have elected not to,1,elected not to retire,1,now i believe someone,1,i believe someone has,1,believe someone has a,1,someone has a final,1,after due consideration i have,1,due consideration i have elected,1,consideration i have elected not,1,i have elected not to,1,have elected not to retire,1,now i believe someone has,1,i believe someone has a,1,believe someone has a final,1,someone has a final exam,1,has a final exam to,1
mr. goldenfold,morty,8,get,5,heads,4,two,4,know,4,thats,4,math,3,family,3,oh,3,too,3,5 x 9,3,the smith family,2,who can tell,2,can tell me,2,some of yall,2,x 9 is,2,scary stuff huh,1,stuff huh pretty,1,huh pretty freaky,1,pretty freaky hi,1,who can tell me,2,5 x 9 is,2,scary stuff huh pretty,1,stuff huh pretty freaky,1,huh pretty freaky hi,1,pretty freaky hi im,1,freaky hi im mortys,1,hi im mortys math,1,im mortys math teacher,1,mortys math teacher im,1,scary stuff huh pretty freaky,1,stuff huh pretty freaky hi,1,huh pretty freaky hi im,1,pretty freaky hi im mortys,1,freaky hi im mortys math,1,hi im mortys math teacher,1,im mortys math teacher im,1,mortys math teacher im also,1,math teacher im also part,1,teacher im also part of,1
mr. jelly bean,today,1,mr,1,jelly,1,bean,1,nice,1,fun,1,adventure,1,well,1,isnt,1,adventures,1,how are you,1,are you today,1,you today im,1,today im mr,1,im mr jelly,1,mr jelly bean,1,nice is it,1,is it a,1,it a fun,1,a fun adventure,1,how are you today,1,are you today im,1,you today im mr,1,today im mr jelly,1,im mr jelly bean,1,nice is it a,1,is it a fun,1,it a fun adventure,1,well isnt that what,1,isnt that what adventures,1,how are you today im,1,are you today im mr,1,you today im mr jelly,1,today im mr jelly bean,1,nice is it a fun,1,is it a fun adventure,1,well isnt that what adventures,1,isnt that what adventures do,1,uhh no stay go with,1,no stay go with the,1
mr. marklevitz,yes,10,snaps,9,fingers,9,youre,1,fired,1,well,1,terrible,1,simulation,1,get,1,man,1,snaps fingers yes,9,well then it,1,then it was,1,it was a,1,was a terrible,1,a terrible simulation,1,terrible simulation get,1,simulation get out,1,man how does,1,how does a,1,well then it was,1,then it was a,1,it was a terrible,1,was a terrible simulation,1,a terrible simulation get,1,terrible simulation get out,1,man how does a,1,how does a guy,1,does a guy like,1,a guy like that,1,well then it was a,1,then it was a terrible,1,it was a terrible simulation,1,was a terrible simulation get,1,a terrible simulation get out,1,man how does a guy,1,how does a guy like,1,does a guy like that,1,a guy like that go,1,guy like that go home,1
mr. poopybutthole,oh,8,beth,4,think,4,gonna,4,huh,3,oohwhee,3,get,3,whoowhee,3,rick,3,ooh,3,you think the,2,whoowhee you think,2,hoowhee what a,1,what a cliffhanger,1,a cliffhanger oh,1,cliffhanger oh boy,1,oh boy oh,1,boy oh my,1,oh my thats,1,my thats a,1,hoowhee what a cliffhanger,1,what a cliffhanger oh,1,a cliffhanger oh boy,1,cliffhanger oh boy oh,1,oh boy oh my,1,boy oh my thats,1,oh my thats a,1,my thats a reak,1,thats a reak crazy,1,a reak crazy ending,1,hoowhee what a cliffhanger oh,1,what a cliffhanger oh boy,1,a cliffhanger oh boy oh,1,cliffhanger oh boy oh my,1,oh boy oh my thats,1,boy oh my thats a,1,oh my thats a reak,1,my thats a reak crazy,1,thats a reak crazy ending,1,a reak crazy ending huh,1
mr.president,zeep,4,rick,2,our,2,alien,2,source,2,energy,2,fuck,2,friend,1,thats,1,correct,1,rick our alien,1,our alien friend,1,thats correct weve,1,correct weve evolved,1,weve evolved our,1,evolved our most,1,our most brilliant,1,most brilliant scientist,1,brilliant scientist zeep,1,scientist zeep xanflorp,1,rick our alien friend,1,thats correct weve evolved,1,correct weve evolved our,1,weve evolved our most,1,evolved our most brilliant,1,our most brilliant scientist,1,most brilliant scientist zeep,1,brilliant scientist zeep xanflorp,1,scientist zeep xanflorp has,1,zeep xanflorp has developed,1,thats correct weve evolved our,1,correct weve evolved our most,1,weve evolved our most brilliant,1,evolved our most brilliant scientist,1,our most brilliant scientist zeep,1,most brilliant scientist zeep xanflorp,1,brilliant scientist zeep xanflorp has,1,scientist zeep xanflorp has developed,1,zeep xanflorp has developed a,1,xanflorp has developed a source,1
mrs. pancakes,know,5,dont,4,wheat,2,thins,2,oh,1,think,1,youve,1,enough,1,sir,1,didnt,1,you dont know,4,dont know me,3,you do know,1,do know me,1,wheat thins wheat,1,thins wheat thins,1,oh i think,1,i think youve,1,think youve had,1,youve had enough,1,you dont know me,3,you do know me,1,wheat thins wheat thins,1,oh i think youve,1,i think youve had,1,think youve had enough,1,youve had enough sir,1,you better stop with,1,better stop with that,1,hey you dont know,1,oh i think youve had,1,i think youve had enough,1,think youve had enough sir,1,you better stop with that,1,hey you dont know me,1,,0,,0,,0,,0,,0
narrator,simple,7,rick,5,his,4,come,4,home,4,ricks,3,wafer,3,theres,2,captured,2,flavor,2,come home to,4,theres a rick,2,we captured that,2,home to the,2,home to simple,2,sixteen iterations off,1,iterations off the,1,off the central,1,the central finite,1,central finite curve,1,come home to the,2,come home to simple,2,sixteen iterations off the,1,iterations off the central,1,off the central finite,1,the central finite curve,1,central finite curve theres,1,finite curve theres a,1,curve theres a rick,1,theres a rick that,1,sixteen iterations off the central,1,iterations off the central finite,1,off the central finite curve,1,the central finite curve theres,1,central finite curve theres a,1,finite curve theres a rick,1,curve theres a rick that,1,theres a rick that works,1,a rick that works more,1,rick that works more with,1
nathan,launch,4,mr,3,nuclear,3,president,2,heads,2,enough,2,option,2,one,2,tried,1,sending,1,the nuclear option,2,have you tried,1,you tried sending,1,tried sending it,1,sending it launch,1,it launch codes,1,launch codes mr,1,codes mr president,1,mr president what,1,president what americas,1,have you tried sending,1,you tried sending it,1,tried sending it launch,1,sending it launch codes,1,it launch codes mr,1,launch codes mr president,1,codes mr president what,1,mr president what americas,1,president what americas got,1,what americas got is,1,have you tried sending it,1,you tried sending it launch,1,tried sending it launch codes,1,sending it launch codes mr,1,it launch codes mr president,1,launch codes mr president what,1,codes mr president what americas,1,mr president what americas got,1,president what americas got is,1,what americas got is 70000,1
needful,business,5,devil,5,rick,3,desire,3,summer,3,people,3,thats,3,okay,3,ive,2,mr,2,what do you,2,do you desire,2,a price for,2,price for everything,2,im the devil,2,ive just recently,1,just recently opened,1,recently opened for,1,opened for business,1,for business mr,1,what do you desire,2,a price for everything,2,ive just recently opened,1,just recently opened for,1,recently opened for business,1,opened for business mr,1,for business mr um,1,business mr um goldenfold,1,i also know you,1,also know you long,1,ive just recently opened for,1,just recently opened for business,1,recently opened for business mr,1,opened for business mr um,1,for business mr um goldenfold,1,i also know you long,1,also know you long for,1,know you long for female,1,you long for female company,1,this aftershave makes a man,1
negotiator rick,rick,4,know,2,okay,2,portal,2,j22,2,headgear,2,simple,2,through,1,megaphone,1,feel,1,no no no,2,through megaphone we,1,megaphone we know,1,we know how,1,know how you,1,how you feel,1,you feel were,1,feel were working,1,were working stiff,1,working stiff ricks,1,through megaphone we know,1,megaphone we know how,1,we know how you,1,know how you feel,1,how you feel were,1,you feel were working,1,feel were working stiff,1,were working stiff ricks,1,working stiff ricks just,1,stiff ricks just like,1,through megaphone we know how,1,megaphone we know how you,1,we know how you feel,1,know how you feel were,1,how you feel were working,1,you feel were working stiff,1,feel were working stiff ricks,1,were working stiff ricks just,1,working stiff ricks just like,1,stiff ricks just like you,1
nicky,walkin,3,hey,3,get,2,back,2,brooklyn,2,got,2,somebody,1,call,1,repairs,1,cousin,1,im walkin here,2,back in brooklyn,2,we got a,2,somebody call for,1,call for repairs,1,its me cousin,1,me cousin nicky,1,cousin nicky im,1,nicky im walkin,1,walkin here i,1,somebody call for repairs,1,its me cousin nicky,1,me cousin nicky im,1,cousin nicky im walkin,1,nicky im walkin here,1,im walkin here i,1,walkin here i mean,1,here i mean im,1,i mean im not,1,mean im not im,1,its me cousin nicky im,1,me cousin nicky im walkin,1,cousin nicky im walkin here,1,nicky im walkin here i,1,im walkin here i mean,1,walkin here i mean im,1,here i mean im not,1,i mean im not im,1,mean im not im crouched,1,im not im crouched in,1
other jerry,come,1,find,1,beeeth,1,way,1,hahaha,1,oh,1,place,1,great,1,suddenly,1,serious,1,come find me,1,out of my,1,of my way,1,hahaha oh this,1,oh this place,1,this place is,1,place is great,1,suddenly serious you,1,serious you just,1,you just might,1,out of my way,1,hahaha oh this place,1,oh this place is,1,this place is great,1,suddenly serious you just,1,serious you just might,1,these are the jerrys,1,are the jerrys whose,1,the jerrys whose ricks,1,jerrys whose ricks and,1,hahaha oh this place is,1,oh this place is great,1,suddenly serious you just might,1,these are the jerrys whose,1,are the jerrys whose ricks,1,the jerrys whose ricks and,1,jerrys whose ricks and mortys,1,whose ricks and mortys never,1,ricks and mortys never came,1,and mortys never came back,1
pencilvester,rick,10,everybody,2,overreact,2,right,1,use,1,makes,1,mistakes,1,think,1,one,1,these,1,rick rick rick,2,right here rick,1,here rick use,1,rick use me,1,everybody makes mistakes,1,makes mistakes rick,1,mistakes rick why,1,rick why do,1,why do you,1,do you think,1,right here rick use,1,here rick use me,1,everybody makes mistakes rick,1,makes mistakes rick why,1,mistakes rick why do,1,rick why do you,1,why do you think,1,do you think i,1,you think i have,1,think i have one,1,right here rick use me,1,everybody makes mistakes rick why,1,makes mistakes rick why do,1,mistakes rick why do you,1,rick why do you think,1,why do you think i,1,do you think i have,1,you think i have one,1,think i have one of,1,i have one of these,1
pickle rick,oh,19,whoa,15,pickle,14,morty,13,come,13,know,11,not,10,dont,10,uh,8,because,7,im a pickle,7,whoa whoa whoa,5,im not a,3,come on come,3,on come on,3,flip the pickle,2,a pickle im,2,they could which,2,could which they,2,which they cant,2,come on come on,3,im a pickle im,2,they could which they,2,could which they cant,2,are you doing there,2,im not a snake,2,the sooner i can,2,can go back to,2,morty the garage morty,1,the garage morty come,1,they could which they cant,2,morty the garage morty come,1,the garage morty come to,1,garage morty come to the,1,morty come to the garage,1,on my work bench morty,1,come on flip the pickle,1,on flip the pickle morty,1,flip the pickle morty youre,1,the pickle morty youre not,1
poncho,get,3,hey,2,kid,2,gun,2,people,2,answer,1,come,1,doc,1,news,1,ya,1,who are you,1,are you answer,1,you answer me,1,answer me where,1,me where did,1,where did you,1,did you come,1,you come from,1,hey doc i,1,doc i have,1,who are you answer,1,are you answer me,1,you answer me where,1,answer me where did,1,me where did you,1,where did you come,1,did you come from,1,hey doc i have,1,doc i have news,1,i have news for,1,who are you answer me,1,are you answer me where,1,you answer me where did,1,answer me where did you,1,me where did you come,1,where did you come from,1,hey doc i have news,1,doc i have news for,1,i have news for ya,1,have news for ya your,1
president,morty,11,get,9,rick,9,them,8,need,6,god,6,youre,6,people,5,right,5,dont,4,rick and morty,7,god damn it,4,what the hell,2,you need to,2,task force alpha,2,what what what,2,the white house,2,out of my,2,of my office,2,you cant leave,2,out of my office,2,gentlemen gentlemen one at,1,gentlemen one at a,1,one at a time,1,at a time simon,1,stand down everybody stand,1,down everybody stand down,1,everybody stand down im,1,stand down im the,1,down im the leader,1,gentlemen gentlemen one at a,1,gentlemen one at a time,1,one at a time simon,1,stand down everybody stand down,1,down everybody stand down im,1,everybody stand down im the,1,stand down im the leader,1,down im the leader of,1,im the leader of these,1,the leader of these people,1
president morty,rick,2,good,2,time,2,speech,2,sinister,2,about,2,problem,1,barber,1,uh,1,little,1,its no problem,1,no problem to,1,problem to barber,1,to barber rick,1,barber rick uh,1,rick uh a,1,uh a little,1,a little more,1,little more off,1,more off the,1,its no problem to,1,no problem to barber,1,problem to barber rick,1,to barber rick uh,1,barber rick uh a,1,rick uh a little,1,uh a little more,1,a little more off,1,little more off the,1,more off the top,1,its no problem to barber,1,no problem to barber rick,1,problem to barber rick uh,1,to barber rick uh a,1,barber rick uh a little,1,rick uh a little more,1,uh a little more off,1,a little more off the,1,little more off the top,1,more off the top continues,1
prince nebulon,oh,9,well,5,rick,5,youre,5,simulation,5,his,4,okay,3,still,3,too,3,not,2,youre inside a,2,concentrated dark matter,2,we do now,2,well check every,1,check every five,1,every five quintons,1,five quintons and,1,quintons and tell,1,and tell me,1,tell me when,1,well check every five,1,check every five quintons,1,every five quintons and,1,five quintons and tell,1,quintons and tell me,1,and tell me when,1,tell me when theyre,1,me when theyre not,1,if theres a wiener,1,theres a wiener on,1,well check every five quintons,1,check every five quintons and,1,every five quintons and tell,1,five quintons and tell me,1,quintons and tell me when,1,and tell me when theyre,1,tell me when theyre not,1,if theres a wiener on,1,theres a wiener on that,1,a wiener on that monitor,1
principal vagina,head,6,not,5,dont,5,vagina,4,di,4,our,4,headward,4,free,4,rise,4,moon,4,headward free now,4,free now to,4,now to rise,4,giant head in,2,head in the,2,in the sky,2,di di di,2,to rise headward,2,rise headward free,2,flu season dance,2,headward free now to,4,free now to rise,4,giant head in the,2,head in the sky,2,now to rise headward,2,to rise headward free,2,rise headward free now,2,hi principal vagina the,1,principal vagina the names,1,vagina the names real,1,headward free now to rise,4,giant head in the sky,2,free now to rise headward,2,now to rise headward free,2,to rise headward free now,2,rise headward free now to,2,hi principal vagina the names,1,principal vagina the names real,1,vagina the names real possibly,1,the names real possibly scandinavian,1
reporter,tom,3,appears,2,go,2,please,2,reports,1,country,1,about,1,giant,1,naked,1,man,1,reports from all,1,from all over,1,all over the,1,over the country,1,the country about,1,country about what,1,about what appears,1,what appears to,1,appears to be,1,to be a,1,reports from all over,1,from all over the,1,all over the country,1,over the country about,1,the country about what,1,country about what appears,1,about what appears to,1,what appears to be,1,appears to be a,1,to be a giant,1,reports from all over the,1,from all over the country,1,all over the country about,1,over the country about what,1,the country about what appears,1,country about what appears to,1,about what appears to be,1,what appears to be a,1,appears to be a giant,1,to be a giant naked,1
rick,morty,634,dont,174,know,167,oh,164,youre,158,yeah,150,get,148,right,148,gonna,128,not,127,what are you,18,i dont know,18,you know what,17,a bunch of,16,come on morty,16,what do you,15,oh my god,14,get out of,14,out of here,14,it feels good,13,get out of here,9,what are you doing,6,all right all right,6,what do you think,5,dont worry about it,5,worry about it morty,5,you dont have to,5,we got to get,5,a little bit of,5,i dont want to,4,lets get out of here,4,dont worry about it morty,4,how do you like that,4,to get out of here,3,got a surprise for you,3,get the hell out of,3,the hell out of here,3,i dont give a fuck,3,you know what im talking,2,know what im talking about,2
rick 1,oh,4,know,4,rick,4,dont,3,ricks,3,council,3,jerry,3,right,3,us,3,red,3,i dont know,2,dont know what,2,know what to,2,what to do,2,council of ricks,2,and away we,1,away we go,1,huh thats weird,1,thats weird oh,1,weird oh my,1,i dont know what,2,dont know what to,2,know what to do,2,and away we go,1,huh thats weird oh,1,thats weird oh my,1,weird oh my god,1,the son of a,1,son of a bitch,1,of a bitch is,1,i dont know what to,2,dont know what to do,2,huh thats weird oh my,1,thats weird oh my god,1,the son of a bitch,1,son of a bitch is,1,of a bitch is gonna,1,a bitch is gonna kill,1,bitch is gonna kill me,1,i told you hes a,1
rick 2,got,2,go,2,whats,1,something,1,say,1,away,1,huh,1,thats,1,weird,1,oh,1,whats that you,1,that you got,1,you got something,1,got something to,1,something to say,1,and away we,1,away we go,1,we go huh,1,go huh thats,1,huh thats weird,1,whats that you got,1,that you got something,1,you got something to,1,got something to say,1,and away we go,1,away we go huh,1,we go huh thats,1,go huh thats weird,1,the son of a,1,son of a bitch,1,whats that you got something,1,that you got something to,1,you got something to say,1,and away we go huh,1,away we go huh thats,1,we go huh thats weird,1,the son of a bitch,1,son of a bitch is,1,of a bitch is gonna,1,a bitch is gonna kill,1
rick 30,god,5,not,4,morty,3,okay,3,oh,3,please,3,collar,2,fix,2,yes,2,whats,1,okay with this,3,not okay with,2,whats goin on,1,what are you,1,are you talking,1,you talking about,1,talking about its,1,about its not,1,its not broken,1,not broken morty,1,not okay with this,2,what are you talking,1,are you talking about,1,you talking about its,1,talking about its not,1,about its not broken,1,its not broken morty,1,not broken morty i,1,broken morty i fixed,1,morty i fixed it,1,what are you talking about,1,are you talking about its,1,you talking about its not,1,talking about its not broken,1,about its not broken morty,1,its not broken morty i,1,not broken morty i fixed,1,broken morty i fixed it,1,morty i fixed it just,1,i fixed it just put,1
rick council 1,ricks,3,timelines,2,earth,2,rick,2,c137,2,council,2,bring,1,holograms,1,twentyseven,1,brutally,1,earth rick c137,2,bring up the,1,up the holograms,1,twentyseven ricks brutally,1,ricks brutally murdered,1,brutally murdered in,1,murdered in their,1,in their own,1,their own timelines,1,own timelines an,1,bring up the holograms,1,twentyseven ricks brutally murdered,1,ricks brutally murdered in,1,brutally murdered in their,1,murdered in their own,1,in their own timelines,1,their own timelines an,1,own timelines an unprecedented,1,timelines an unprecedented rickicidal,1,an unprecedented rickicidal epidemic,1,twentyseven ricks brutally murdered in,1,ricks brutally murdered in their,1,brutally murdered in their own,1,murdered in their own timelines,1,in their own timelines an,1,their own timelines an unprecedented,1,own timelines an unprecedented rickicidal,1,timelines an unprecedented rickicidal epidemic,1,an unprecedented rickicidal epidemic what,1,unprecedented rickicidal epidemic what say,1
rick d716,rick,3,morty,2,d716,1,coming,1,gravity,1,outages,1,east,1,sanchez,1,heights,1,those,1,and im rick,1,im rick d716,1,coming up gravity,1,up gravity outages,1,gravity outages in,1,outages in east,1,in east sanchez,1,east sanchez heights,1,those stories and,1,stories and more,1,and im rick d716,1,coming up gravity outages,1,up gravity outages in,1,gravity outages in east,1,outages in east sanchez,1,in east sanchez heights,1,those stories and more,1,stories and more after,1,and more after this,1,more after this break,1,coming up gravity outages in,1,up gravity outages in east,1,gravity outages in east sanchez,1,outages in east sanchez heights,1,those stories and more after,1,stories and more after this,1,and more after this break,1,just one day remains before,1,one day remains before our,1,day remains before our newly,1
rick d716-b,good,1,morning,1,rick,1,d716b,1,nice,1,uraniumpowered,1,cellular,1,matrix,1,making,1,sick,1,good morning im,1,morning im rick,1,im rick d716b,1,must be nice,1,and is your,1,is your uraniumpowered,1,your uraniumpowered cellular,1,uraniumpowered cellular matrix,1,cellular matrix making,1,matrix making you,1,good morning im rick,1,morning im rick d716b,1,and is your uraniumpowered,1,is your uraniumpowered cellular,1,your uraniumpowered cellular matrix,1,uraniumpowered cellular matrix making,1,cellular matrix making you,1,matrix making you sick,1,making you sick the,1,you sick the answer,1,good morning im rick d716b,1,and is your uraniumpowered cellular,1,is your uraniumpowered cellular matrix,1,your uraniumpowered cellular matrix making,1,uraniumpowered cellular matrix making you,1,cellular matrix making you sick,1,matrix making you sick the,1,making you sick the answer,1,you sick the answer may,1,sick the answer may not,1
rick j-22,rick,4,us,3,get,2,portal,2,going,2,holy,1,shit,1,simple,1,life,1,lie,1,to simple rick,1,simple rick your,1,rick your life,1,your life is,1,life is a,1,is a lie,1,a lie man,1,lie man to,1,man to police,1,to police all,1,to simple rick your,1,simple rick your life,1,rick your life is,1,your life is a,1,life is a lie,1,is a lie man,1,a lie man to,1,lie man to police,1,man to police all,1,to police all your,1,to simple rick your life,1,simple rick your life is,1,rick your life is a,1,your life is a lie,1,life is a lie man,1,is a lie man to,1,a lie man to police,1,lie man to police all,1,man to police all your,1,to police all your lives,1
riq iv,rick,6,not,4,morty,4,summer,3,hes,3,her,3,him,2,because,2,lets,2,his,2,operating an unregistered,1,an unregistered portal,1,unregistered portal gun,1,portal gun radicalizing,1,gun radicalizing a,1,radicalizing a summer,1,a summer conspiring,1,summer conspiring with,1,conspiring with a,1,with a traitorous,1,operating an unregistered portal,1,an unregistered portal gun,1,unregistered portal gun radicalizing,1,portal gun radicalizing a,1,gun radicalizing a summer,1,radicalizing a summer conspiring,1,a summer conspiring with,1,summer conspiring with a,1,conspiring with a traitorous,1,with a traitorous rick,1,operating an unregistered portal gun,1,an unregistered portal gun radicalizing,1,unregistered portal gun radicalizing a,1,portal gun radicalizing a summer,1,gun radicalizing a summer conspiring,1,radicalizing a summer conspiring with,1,a summer conspiring with a,1,summer conspiring with a traitorous,1,conspiring with a traitorous rick,1,with a traitorous rick how,1
roger,go,5,run,2,got,2,left,2,others,2,foot,2,okay,2,hepatitis,1,thats,1,strange,1,go go go,2,hepatitis a run,1,thats strange taps,1,strange taps the,1,taps the meter,1,the meter air,1,meter air flow,1,air flow is,1,flow is down,1,is down twenty,1,thats strange taps the,1,strange taps the meter,1,taps the meter air,1,the meter air flow,1,meter air flow is,1,air flow is down,1,flow is down twenty,1,is down twenty percent,1,if we got up,1,we got up to,1,thats strange taps the meter,1,strange taps the meter air,1,taps the meter air flow,1,the meter air flow is,1,meter air flow is down,1,air flow is down twenty,1,flow is down twenty percent,1,if we got up to,1,we got up to the,1,got up to the bronchial,1
scary terry,bitch,9,oh,4,run,3,cant,3,hide,3,dont,3,know,3,scary,2,say,2,guys,2,you can run,3,can run but,3,run but you,3,but you cant,3,you cant hide,3,cant hide bitch,2,i know i,2,oh no im,2,welcome to your,1,to your nightmare,1,you can run but,3,can run but you,3,run but you cant,3,but you cant hide,3,you cant hide bitch,2,welcome to your nightmare,1,to your nightmare bitch,1,your nightmare bitch raaaaawwwrrr,1,im scary terry you,1,scary terry you can,1,you can run but you,3,can run but you cant,3,run but you cant hide,3,but you cant hide bitch,2,welcome to your nightmare bitch,1,to your nightmare bitch raaaaawwwrrr,1,im scary terry you can,1,scary terry you can run,1,terry you can run but,1,nothing but fear from here,1
scroopy noopers,pluto,4,planet,3,smith,2,plutonium,2,goes,2,call,2,wake,2,everyone,2,animals,2,morty,1,morty smith im,1,smith im scroopy,1,im scroopy noopers,1,scroopy noopers im,1,noopers im a,1,im a scientist,1,a scientist can,1,scientist can i,1,can i show,1,i show you,1,morty smith im scroopy,1,smith im scroopy noopers,1,im scroopy noopers im,1,scroopy noopers im a,1,noopers im a scientist,1,im a scientist can,1,a scientist can i,1,scientist can i show,1,can i show you,1,i show you something,1,morty smith im scroopy noopers,1,smith im scroopy noopers im,1,im scroopy noopers im a,1,scroopy noopers im a scientist,1,noopers im a scientist can,1,im a scientist can i,1,a scientist can i show,1,scientist can i show you,1,can i show you something,1,the centre of pluto mr,1
ship,summer,10,safe,8,keep,7,confirmed,3,am,3,not,3,ship,2,crying,2,away,2,destroy,2,keep summer safe,6,summer is safe,2,all can be,2,to destroy this,2,destroy this army,2,you have arrived,1,have arrived at,1,arrived at krombopulos,1,at krombopulos michael,1,krombopulos michael your,1,to destroy this army,2,you have arrived at,1,have arrived at krombopulos,1,arrived at krombopulos michael,1,at krombopulos michael your,1,krombopulos michael your destination,1,michael your destination is,1,your destination is below,1,confirmed ship fires a,1,ship fires a single,1,you have arrived at krombopulos,1,have arrived at krombopulos michael,1,arrived at krombopulos michael your,1,at krombopulos michael your destination,1,krombopulos michael your destination is,1,michael your destination is below,1,confirmed ship fires a single,1,ship fires a single red,1,fires a single red laser,1,a single red laser into,1
