speaker,listener,3gram_phrase,3gram_count,4gram_phrase,4gram_count,5gram_phrase,5gram_count
detective,meeseeks 2,going down like,2,going down like that,2,hey look we get it,1
detective,meeseeks 3,going down like,2,going down like that,2,hey look we get it,1
detective,meeseeks 4,going down like,2,going down like that,2,hey look we get it,1
detective,morty,going down like,2,going down like that,2,hey look we get it,1
detective,mr. booby buyer,going down like,2,going down like that,2,hey look we get it,1
detective,mr. jelly bean,going down like,2,going down like that,2,hey look we get it,1
detective,new meeseeks,going down like,2,going down like that,2,hey look we get it,1
detective,note,going down like,2,going down like that,2,hey look we get it,1
detective,owner,going down like,2,going down like that,2,hey look we get it,1
detective,principal gene v.,going down like,2,going down like that,2,hey look we get it,1
detective,rick,going down like,2,going down like that,2,hey look we get it,1
detective,samantha,going down like,2,going down like that,2,hey look we get it,1
detective,slippery,going down like,2,going down like that,2,hey look we get it,1
detective,summer,going down like,2,going down like that,2,hey look we get it,1
detective,the first villager,going down like,2,going down like that,2,hey look we get it,1
detective,villager,going down like,2,going down like that,2,hey look we get it,1
detective,villager 1,going down like,2,going down like that,2,hey look we get it,1
detective,villager 2,going down like,2,going down like that,2,hey look we get it,1
detective,waiter,going down like,2,going down like that,2,hey look we get it,1
detective,waitess,going down like,2,going down like that,2,hey look we get it,1
detective,waitress,going down like,2,going down like that,2,hey look we get it,1
detective,woman,going down like,2,going down like that,2,hey look we get it,1
doofus rick,beth,eric stoltz mask,2,oh you are whwhwhat,1,oh you are whwhwhat do,1
doofus rick,jerry,eric stoltz mask,2,oh you are whwhwhat,1,oh you are whwhwhat do,1
doofus rick,rick 1,eric stoltz mask,2,oh you are whwhwhat,1,oh you are whwhwhat do,1
doofus rick,rick 2,eric stoltz mask,2,oh you are whwhwhat,1,oh you are whwhwhat do,1
dr. bloom,alexander,the scar tissue,2,hepatitis wont follow us,1,hepatitis wont follow us into,1
dr. bloom,annie,the bone train,3,would you like to,2,would you like to ride,2
dr. bloom,morty,the bone train,3,would you like to,2,would you like to ride,2
dr. bloom,poncho,the scar tissue,2,poncho thats quite enough,1,morty thats poncho this is,1
dr. bloom,rick,the bone train,3,would you like to,2,would you like to ride,2
dr. bloom,roger,the scar tissue,2,anatomy parks greatest attraction,1,anatomy parks greatest attraction young,1
dr. wong,beth,i think its,3,i think its possible,2,i think its possible that,2
dr. wong,pickle rick,you chose to,3,you must be rick,1,ive heard a lot about,1
drunk rick,alan,thats a threepointer,3,congrats you did it,1,congrats you did it it,1
drunk rick,million ants,thats a threepointer,2,come on guys were,1,come on guys were all,1
drunk rick,morty,the vindicators are,3,if you break the,1,if you break the rules,1
drunk rick,rick,the vindicators are,2,if you guys are,1,if you guys are watching,1
drunk rick,supernova,thats a threepointer,2,if you guys are,1,if you guys are watching,1
everyone except morty and jessica,abradolph lincoler,kick his ass,3,kick his ass kick,2,kick his ass kick his,2
everyone except morty and jessica,brad,kick his ass,3,kick his ass kick,2,kick his ass kick his,2
everyone except morty and jessica,jessica,kick his ass,3,kick his ass kick,2,kick his ass kick his,2
everyone except morty and jessica,rick,kick his ass,3,kick his ass kick,2,kick his ass kick his,2
eyehole man,jerry,give me my,3,give me my eyeholes,3,give me my eyeholes im,1
fake doors salesman,announcer,not this one,2,what are you worried,2,what are you worried about,2
fake doors salesman,morty,not this one,2,what are you worried,2,what are you worried about,2
fake doors salesman,rick,not this one,2,what are you worried,2,what are you worried about,2
fart,gearhead,in what you,2,in what you call,2,you do understand im telepathic,1
fart,gromflomite,more are coming,2,you saved my life,1,my kind has no use,1
fart,krombopulos michael,more are coming,2,you saved my life,1,my kind has no use,1
fart,morty,what you call,6,in what you call,2,the world can be one,2
fart,rick,what you call,6,in what you call,2,the world can be one,2
fart,ship,more are coming,2,you saved my life,1,my kind has no use,1
fat morty,glasses morty,the wishing portal,2,its not a myth,1,its not a myth mmmy,1
fat morty,lizard morty,the wishing portal,2,its not a myth,1,its not a myth mmmy,1
fat morty,slick,the wishing portal,2,its not a myth,1,its not a myth mmmy,1
flippynips,jerry,pluto is a,2,pluto is a cold,2,pluto is a cold cold,2
flippynips,policeman,pluto is a,2,pluto is a cold,2,pluto is a cold cold,2
flippynips,scroopy noopers,pluto is a,2,pluto is a cold,2,pluto is a cold cold,2
gazorpazorpfield,beth,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpazorpfield,garbageman,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpazorpfield,jerry,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpazorpfield,jon,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpazorpfield,morty,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpazorpfield,mr. tophat jones,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpazorpfield,new yorker,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpazorpfield,rick,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpazorpfield,spokeman,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpazorpfield,spokesman,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpazorpfield,suspender guy,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpazorpfield,trunkperson,you dumb stupid,2,i hate mumunmunundsdays and,1,i hate mumunmunundsdays and i,1
gazorpian #2,rick,stop interrupting the,2,the worst crime a,1,the worst crime a female,1
gazorpian #2,summer,stop interrupting the,2,this will be the,1,this will be the first,1
gearhead,rick,the gear wars,2,the thing people dont,1,the thing people dont realize,1
giant head,jim,what you got,3,show me what you,2,show me what you got,2
giant head,man,what you got,3,show me what you,2,show me what you got,2
giant head,morty,what you got,4,show me what you,2,show me what you got,2
giant head,rick,what you got,4,show me what you,2,show me what you got,2
giant head,terry,what you got,3,show me what you,2,show me what you got,2
guard rick,braided rick,your ricks dead,2,not anymore homey seal,1,not anymore homey seal team,1
guard rick,commander in chief rick,your ricks dead,2,not anymore homey seal,1,not anymore homey seal team,1
guard rick,commander in chief rick/rick,your ricks dead,2,not anymore homey seal,1,not anymore homey seal team,1
guard rick,lawyer morty,your ricks dead,2,not anymore homey seal,1,not anymore homey seal team,1
guard rick,morty,seal team ricks,2,we detected a compromised,1,we detected a compromised portal,1
guard rick,rick /rick,your ricks dead,2,not anymore homey seal,1,not anymore homey seal team,1
guard rick,rick/rick,your ricks dead,2,not anymore homey seal,1,not anymore homey seal team,1
guard rick,riq iv,your ricks dead,2,not anymore homey seal,1,not anymore homey seal team,1
guard rick,speaker system,your ricks dead,2,not anymore homey seal,1,not anymore homey seal team,1
guard rick,summer,seal team ricks,2,we detected a compromised,1,we detected a compromised portal,1
guard rick,teleportation worker rick,your ricks dead,2,not anymore homey seal,1,not anymore homey seal team,1
guard rick,worker rick,your ricks dead,2,not anymore homey seal,1,not anymore homey seal team,1
hamurai,all,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,amish cyborg,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,beth,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,cross teddy bear,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,duck with muscles,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,frankenstein,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,gary,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,gerry,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,ghost in a jar,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,jerry,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,morty,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,mr poopybutthole,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,mr. beauregard,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,mr. poopybutthole,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,mrs refrigerator,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,mrs. refrigerator,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,nazi,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,nicky,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,pencilvester,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,reverse,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,reverse giraffe,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,rick,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,sleepy gary,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,summer,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,tinkles,rick you love,2,rick you love those,1,rick you love those barbecues,1
hamurai,uncle steve,rick you love,2,rick you love those,1,rick you love those barbecues,1
hemorrhage,summer,i think i,2,i am hemorrhage you,1,i am hemorrhage you have,1
host in trenchcoat,judge,another quick mystery,2,and now another quick,1,and now another quick mystery,1
jacob,beth,and puts a,2,and puts a hand,2,you must be jerry thats,1
jacob,ethan,wheres the anger,2,wheres the anger coming,2,wheres the anger coming from,2
jacob,jerry,and puts a,2,and puts a hand,2,wheres the anger coming from,2
jacob,joyce,wheres the anger,2,wheres the anger coming,2,wheres the anger coming from,2
jacob,leonard,and puts a,2,and puts a hand,2,you must be jerry thats,1
jacob,summer,and puts a,2,and puts a hand,2,wheres the anger coming from,2
jerry,alien doctor,laugh at myself,2,yeah but i mean,1,alright thats enough you guys,1
jerry,all,what are apples,2,welcome to our ad,1,welcome to our ad agency,1
jerry,all but jerry,no matter how,2,no matter how much,2,no matter how much it,2
jerry,all meeseeks,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,all other meeseeks,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,all the meeseeks,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,amish cyborg,in the house,2,steve i just got,1,steve i just got a,1
jerry,announcer,well now you,2,oh look honey its,1,oh look honey its our,1
jerry,another jerry,come on this,2,come on this is,2,hi im sorry i think,1
jerry,ants-in-my-eyes johnson,we know you,2,youre right maybe we,1,youre right maybe we should,1
jerry,beth,davin davin davin,6,davin davin davin davin,5,davin davin davin davin davin,4
jerry,beth and summer,we know you,2,youre right maybe we,1,youre right maybe we should,1
jerry,"beth, summer, and morty",my parents are,2,my parents are coming,2,singing in the christmas christmas,1
jerry,birdperson,no matter how,2,no matter how much,2,no matter how much it,2
jerry,both,i cannot wait,2,its not fair to,1,its not fair to assume,1
jerry,card player,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,cold stone employee,there is no,2,look i know i,1,look i know i was,1
jerry,cross teddy bear,in the house,2,steve i just got,1,steve i just got a,1
jerry,crowd,not a planet,3,its not a planet,2,ow its not a planet,1
jerry,davin,lets put your,2,lets put your dad,2,my manager gave me an,1
jerry,daycare beth,come on this,2,come on this is,2,hi im sorry i think,1
jerry,detective,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,doofus rick,i found mine,2,leave me alone im,1,leave me alone im working,1
jerry,duck with muscles,in the house,2,steve i just got,1,steve i just got a,1
jerry,female office employee,no no no,2,the galactic government collapsed,1,look iim not proud to,1
jerry,frankenstein,in the house,2,steve i just got,1,steve i just got a,1
jerry,gary,in the house,2,steve i just got,1,steve i just got a,1
jerry,gerry,in the house,2,steve i just got,1,steve i just got a,1
jerry,ghost in a jar,in the house,2,steve i just got,1,steve i just got a,1
jerry,giant,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,giant lawyer,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,giant woman,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,gromflomite office employee,no no no,2,the galactic government collapsed,1,look iim not proud to,1
jerry,hamurai,in the house,2,steve i just got,1,steve i just got a,1
jerry,humanoid quest,no matter how,2,no matter how much,2,no matter how much it,2
jerry,jacob,my parents are,3,my parents are coming,2,singing in the christmas christmas,1
jerry,jerry-sitter,come on this,2,come on this is,2,thank you im jerry extends,1
jerry,jerrys,come on this,2,come on this is,2,hi im sorry i think,1
jerry,johnny depp,we know you,2,youre right maybe we,1,youre right maybe we should,1
jerry,joyce,my parents are,3,my parents are coming,2,singing in the christmas christmas,1
jerry,judge,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,leonard,my parents are,3,my parents are coming,2,singing in the christmas christmas,1
jerry,meeseeks,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,meeseeks *,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,meeseeks 1,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,meeseeks 2,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,meeseeks 3,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,meeseeks 4,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,morty,i want to,4,pluto is a planet,3,int smith residence rick and,2
jerry,morty & summer,are you guys,2,um hold the phone,1,um hold the phone where,1
jerry,morty 30,are you guys,2,um hold the phone,1,um hold the phone where,1
jerry,mory,i wasnt paying,2,i wasnt paying attention,2,be ashamed of yourself sweetie,1
jerry,mr poopybutthole,in the house,2,steve i just got,1,steve i just got a,1
jerry,mr president,never get to,2,to touch her but,2,typical number six the texas,1
jerry,mr. beauregard,in the house,2,steve i just got,1,steve i just got a,1
jerry,mr. booby buyer,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,mr. goldenfold,no no no,2,shes allowed to think,1,shes allowed to think its,1
jerry,mr. jelly bean,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,mr. marklevitz,what are apples,2,an award for commercials,2,welcome to our ad agency,1
jerry,mr. poopybutthole,in the house,2,steve i just got,1,steve i just got a,1
jerry,mr. sneezy 3d,we know you,2,youre right maybe we,1,youre right maybe we should,1
jerry,mrs refrigerator,in the house,2,steve i just got,1,steve i just got a,1
jerry,mrs. refrigerator,in the house,2,steve i just got,1,steve i just got a,1
jerry,nazi,in the house,2,steve i just got,1,steve i just got a,1
jerry,new meeseeks,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,nicky,in the house,2,steve i just got,1,steve i just got a,1
jerry,note,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,other jerry,come on this,2,come on this is,2,hi im sorry i think,1
jerry,owner,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,pencilvester,in the house,2,steve i just got,1,steve i just got a,1
jerry,photography cyborg,no matter how,2,no matter how much,2,no matter how much it,2
jerry,pink-shirt jerry,come on this,2,come on this is,2,hi im sorry i think,1
jerry,president,never get to,2,to touch her but,2,shes allowed to think its,1
jerry,principal gene v.,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,reverse,in the house,2,steve i just got,1,steve i just got a,1
jerry,reverse giraffe,in the house,2,steve i just got,1,steve i just got a,1
jerry,rick,you know what,5,we got to get,3,int smith residence rick and,2
jerry,rick 30,are you guys,2,um hold the phone,1,um hold the phone where,1
jerry,risotto,about having a,2,about having a vg1n,2,do you have any comment,1
jerry,ruben,my parents are,2,my parents are coming,2,singing in the christmas christmas,1
jerry,samantha,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,sleepy gary,in the house,2,steve i just got,1,steve i just got a,1
jerry,slippery,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,squanchy,no matter how,2,no matter how much,2,no matter how much it,2
jerry,summer,you know what,4,im a good person,3,no matter how much it,2
jerry,summer and morty,no matter how,2,no matter how much,2,no matter how much it,2
jerry,tammy,no matter how,2,no matter how much,2,no matter how much it,2
jerry,the first villager,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,tinkles,in the house,2,steve i just got,1,steve i just got a,1
jerry,tom,lets put your,2,lets put your dad,2,my manager gave me an,1
jerry,uncle steve,in the house,2,steve i just got,1,steve i just got a,1
jerry,villager,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,villager 1,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,villager 2,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,waiter,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,waitess,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,waitress,mr meeseeks i,2,well which is it,2,hey rick you got some,1
jerry,woman,mr meeseeks i,2,well which is it,2,hey i just sold my,1
jessica,alien,how do you,2,wow did you just,1,wow did you just come,1
jessica,all classmates except morty,you know what,2,you know what i,2,can i show these to,1
jessica,band vocalist / mc haps,i love you,2,omigod morty you look,1,omigod morty you look really,1
jessica,beth,how do you,2,wow did you just,1,wow did you just come,1
jessica,brad,i love you,2,whats up morty sneezes,1,omigod morty you look really,1
jessica,bully,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,class,you know what,2,you know what i,2,can i show these to,1
jessica,credits song,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,crying boy,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,female student,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,female student 2,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,female student looking into her mirror,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,groin system 6000,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,holly,how do you,2,i dont know i,1,i dont know i think,1
jessica,jacquelyn,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,jessica on the phone,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,man,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,mitch,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,morty,you know what,3,you know what i,2,whoo way to go morty,1
jessica,mr. goldenfold,you know what,3,you know what i,2,whoo way to go morty,1
jessica,mrs. pancakes,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,off screen student,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,off screen student 2,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,priest,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,principal vagina,i love you,2,whats up morty sneezes,1,omigod morty you look really,1
jessica,radio,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,rick,how do you,2,whoo way to go,1,whoo way to go morty,1
jessica,stacey,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,stacy,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,student with glasses,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,summer,how do you,2,wow did you just,1,wow did you just come,1
jessica,toxic morty,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,toxic rick,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,tricia,how do you,2,i dont know i,1,i dont know i think,1
jessica,waiter,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,worker,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,worker 2,how do you,2,hey morty word around,1,hey morty word around school,1
jessica,worker in a red shirt,how do you,2,hey morty word around,1,hey morty word around school,1
kid,kyle,leave the car,2,leave the car alone,2,daddy leave the car alone,1
kid,morty,leave the car,2,leave the car alone,2,daddy leave the car alone,1
kid,rick,leave the car,2,leave the car alone,2,daddy leave the car alone,1
kid,"rick, zeep",leave the car,2,leave the car alone,2,daddy leave the car alone,1
kid,ship,leave the car,2,leave the car alone,2,daddy leave the car alone,1
kid,summer,leave the car,2,leave the car alone,2,daddy leave the car alone,1
kid,swat officer 1,leave the car,2,leave the car alone,2,daddy leave the car alone,1
kid,swat officer 2,leave the car,2,leave the car alone,2,daddy leave the car alone,1
kid,teenyverse president,leave the car,2,leave the car alone,2,daddy leave the car alone,1
kid,zeep,leave the car,2,leave the car alone,2,daddy leave the car alone,1
kyle,kid,made a universe,2,made a universe and,2,its not much now but,1
kyle,morty,made a universe,2,made a universe and,2,its not much now but,1
kyle,rick,made a universe,2,made a universe and,2,its not much now but,1
kyle,"rick, zeep",made a universe,2,made a universe and,2,its not much now but,1
kyle,ship,made a universe,2,made a universe and,2,its not much now but,1
kyle,summer,made a universe,2,made a universe and,2,its not much now but,1
kyle,swat officer 1,made a universe,2,made a universe and,2,its not much now but,1
kyle,swat officer 2,made a universe,2,made a universe and,2,its not much now but,1
kyle,teenyverse president,made a universe,2,made a universe and,2,its not much now but,1
kyle,zeep,made a universe,2,made a universe and,2,its not much now but,1
leonard,beth,no no no,2,puts an arm around,1,puts an arm around jacobs,1
leonard,jacob,no no no,2,puts an arm around,1,puts an arm around jacobs,1
leonard,jerry,no no no,2,puts an arm around,1,puts an arm around jacobs,1
leonard,joyce,no no no,2,puts an arm around,1,puts an arm around jacobs,1
leonard,summer,no no no,2,puts an arm around,1,puts an arm around jacobs,1
lighthouse keeper,morty,i want you,2,i want you out,2,i take no part in,1
lighthouse keeper,rick,i want you,2,i want you out,2,i take no part in,1
mailmen,cynthia,my my my,2,my my my my,1,my my my my man,1
mailmen,jerry,my my my,2,my my my my,1,my my my my man,1
mailmen,kevin,my my my,2,my my my my,1,my my my my man,1
mailmen,mailman,my my my,2,my my my my,1,my my my my man,1
mailmen,morty,my my my,2,my my my my,1,my my my my man,1
mailmen,prince nebulon,my my my,2,my my my my,1,my my my my man,1
mailmen,rick,my my my,2,my my my my,1,my my my my man,1
mailmen,zigerion 1,my my my,2,my my my my,1,my my my my man,1
man,giant head,golf is hard,2,hey golf is easy,1,hey golf is easy now,1
man,jim,golf is hard,2,hey golf is easy,1,hey golf is easy now,1
man,morty,golf is hard,2,hey golf is easy,1,hey golf is easy now,1
man,rick,golf is hard,2,hey golf is easy,1,hey golf is easy now,1
man,ship,better than me,2,hey excuse me hello,1,what you think youre better,1
man,summer,better than me,2,hey excuse me hello,1,what you think youre better,1
man,terry,golf is hard,2,hey golf is easy,1,hey golf is easy now,1
man,thinner man,better than me,2,hey excuse me hello,1,what you think youre better,1
man with glasses,morty,guys guys guys,2,cant you make some,1,cant you make some more,1
man with glasses,rick,guys guys guys,2,cant you make some,1,cant you make some more,1
mar-sha,gazorpian,i am here,2,i am here if,2,i am here if you,2
mar-sha,gazorpian pa system,i am here,2,i am here if,2,i am here if you,2
mar-sha,jerry,i am here,2,i am here if,2,i am here if you,2
mar-sha,morty,i am here,2,i am here if,2,i am here if you,2
mar-sha,morty jr,i am here,2,i am here if,2,i am here if you,2
mar-sha,rick,i am here,2,i am here if,2,i am here if you,2
mar-sha,summer,i am here,2,i am here if,2,i am here if you,2
mechanical morty,beth,i want to,4,i like school and,1,i like school and stuff,1
mechanical morty,mechanical rick,i want to,4,why do we have,1,why do we have to,1
mechanical morty,mechanical summer,i want to,4,aw geez im so,1,aw geez im so down,1
meeseeks,all meeseeks,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,all other meeseeks,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,all the meeseeks,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,beth,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,card player,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,detective,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,giant,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,giant lawyer,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,giant woman,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,jerry,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,judge,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,meeseeks *,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,meeseeks 1,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,meeseeks 2,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,meeseeks 3,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,meeseeks 4,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,morty,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,mr. booby buyer,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,mr. jelly bean,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,new meeseeks,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,note,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,owner,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,principal gene v.,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,rick,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,samantha,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,slippery,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,summer,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,the first villager,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,villager,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,villager 1,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,villager 2,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,waiter,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,waitess,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,waitress,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks,woman,im mr meeseeks,4,im mr meeseeks look,2,im mr meeseeks look at,2
meeseeks *,all meeseeks,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,all other meeseeks,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,all the meeseeks,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,beth,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,card player,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,detective,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,giant,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,giant lawyer,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,giant woman,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,jerry,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,judge,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,meeseeks,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,meeseeks 1,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,meeseeks 2,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,meeseeks 3,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,meeseeks 4,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,morty,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,mr. booby buyer,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,mr. jelly bean,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,new meeseeks,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,note,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,owner,me into this,7,roped me into this,6,he roped me into this,5
meeseeks *,principal gene v.,me into this,7,roped me into this,6,he roped me into this,5
